ID do museu,Dificuldade locomoção,Deficiencia Visual e Auditiva,Pessoa Estrangeira,Grupos_Acessibilidade_Filtro
80380,Não possui,Não possui,Não possui,
80381,Não possui,Não possui,Não possui,
80382,Não possui,Não possui,Não possui,
80383,"Corrimão nas escadas e rampas, Rampa de acesso, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
80384,Não possui,Não possui,Não possui,
80385,Cadeira de rodas para uso do visitante,Não possui,Não possui,Apoio humano ou equipamentos para assistência
80386,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado, Telefone público adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
80387,Não possui,Não possui,Não possui,
80388,Não possui,Não possui,Não possui,
80389,Não informado,Não informado,Não informado,
80390,Banheiros adaptados,Não possui,Não possui,Acesso e mobilidade (Locomoção)
80391,Não possui,Não possui,Não possui,
80392,"Rampa de acesso, Elevador, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Elevador adaptado",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
80393,Não informado,Não informado,Não informado,
80394,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
80395,Não possui,Não possui,Não possui,
80396,Não informado,Não informado,Não informado,
80397,Não informado,Não informado,Não informado,
80398,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
80399,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80400,"Corrimão nas escadas e rampas, Rampa de acesso, Banheiros adaptados, Circuito de visitação adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
80401,"Corrimão nas escadas e rampas, Rampa de acesso, Circuito de visitação adaptado, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
80402,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80403,Não informado,Não informado,Não informado,
80404,Não informado,Não informado,Não informado,
80405,Não possui,Não possui,Não possui,
80406,Não possui,Não possui,Não possui,
80407,Não possui,Não possui,Não possui,
80408,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Material de divulgação impresso,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80410,Rampa de acesso,Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
80409,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
80411,Circuito de visitação adaptado,Não possui,Não possui,Acesso e mobilidade (Locomoção)
80412,Não possui,Não possui,Não possui,
80413,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Maquetes táteis ou mapas em relevo,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80414,Não possui,Não possui,Não possui,
80415,Não possui,Não possui,Não possui,
80416,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
80417,"Rampa de acesso, Banheiros adaptados, Elevador adaptado",Não informado,Sinalização visual,"Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
80418,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Cadeira de rodas para uso do visitante, Banheiros adaptados","Maquetes táteis ou mapas em relevo, Piso tátil",Não possui,"Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80419,Não informado,Não informado,Não informado,
80420,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado",Não informado,Não informado,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80421,"Rampa de acesso, Elevador, Sanitário adaptado",Não informado,"Guia, monitor e/ou mediador, Sinalização visual","Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
80422,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Projeto: Tour Virtual do Museu com Linguagem Brasileira de Sinais (Libras),"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
80423,Não possui,Não possui,Não possui,
80424,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
80425,Não possui,Não possui,Não possui,
80427,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado",Piso tátil,"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
80428,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados, Bebedouro adaptado","Maquetes táteis ou mapas em relevo, Texto/Etiquetas em Braille",Não possui,"Acesso e mobilidade (Locomoção)"
80426,Não possui,Não possui,Não possui,
80429,Não possui,Não possui,Não possui,
80430,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
80431,Não possui,Não possui,Não possui,
80432,Não possui,Não possui,Não possui,
80433,Não informado,Não informado,Não informado,
80434,Não possui,Não possui,Não possui,
80435,Não possui,Não possui,Não possui,
80436,Não possui,Não possui,Não possui,
80437,Corrimão nas escadas e rampas,Não possui,Sinalização visual,"Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
80438,Não informado,Não informado,Não informado,
80439,Não possui,Não possui,Não possui,
80440,Não informado,Não informado,Não informado,
80441,Não informado,Não informado,Não informado,
80442,Não informado,Não informado,Não informado,
80443,"Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado",Tradutor de Língua Brasileira de Sinais (LIBRAS),"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
80444,Não possui,Não possui,Não possui,
80445,"Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,Acesso e mobilidade (Locomoção)
80446,Não possui,Não possui,Não possui,
80448,Não possui,Não possui,Não possui,
80449,Não possui,Não possui,Não possui,
80450,Não informado,Não informado,Não informado,
80451,Não possui,Não possui,Não possui,
80452,"Rampa de acesso, Elevador, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
80453,Não informado,Não informado,Não informado,
80454,Não possui,Não possui,Não possui,
80455,Não informado,Não informado,Não informado,
80456,Banheiros adaptados,Não possui,Não possui,Acesso e mobilidade (Locomoção)
80457,Não informado,Não informado,Não informado,
80458,Não informado,Não informado,Não informado,
80459,Não informado,Não informado,Não informado,
80460,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
80461,Não informado,Não informado,Não informado,
80462,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado",Texto/Etiquetas em Braille,Não possui,"Acesso e mobilidade (Locomoção)"
80463,Não informado,Não informado,Não informado,
80464,Não informado,Não informado,Não informado,
80465,Não informado,Não informado,Não informado,
80466,Não informado,Não informado,Não informado,
80467,Não possui,Não possui,Não possui,
80468,Não informado,Não informado,Não informado,
80469,Não possui,Não possui,Não possui,
80470,Não possui,Não possui,Não possui,
80471,Não possui,Não possui,Não possui,
80472,Não possui,Não possui,Não possui,
80473,"Corrimão nas escadas e rampas, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado",Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80474,Cadeira de rodas para uso do visitante,Não informado,Não informado,Apoio humano ou equipamentos para assistência
80475,Não informado,Não informado,Não informado,
80476,Não possui,Não possui,Não possui,
80477,"Corrimão nas escadas e rampas, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Texto/Etiquetas em Braille",Sinalização visual,"Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
80478,Não possui,Não possui,Não possui,
80479,Não informado,Não informado,Não informado,
80480,Não informado,Não informado,Não informado,
80482,Não possui,Não possui,Não possui,
80481,Rampa de acesso,Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
80483,Não possui,Não possui,Não possui,
80484,Não informado,Não informado,Não informado,
80485,"Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
80486,Não informado,Não informado,Não informado,
80487,Não informado,Não informado,Não informado,
80488,Não informado,Não informado,Não informado,
80489,Não informado,Não informado,Não informado,
80490,Não possui,Não possui,Não possui,
80491,Não possui,Não possui,Não possui,
80492,Não informado,Não informado,Não informado,
80493,"Corrimão nas escadas e rampas, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Circuito de visitação adaptado",Não informado,Não informado,Acesso e mobilidade (Locomoção)
80494,Não informado,Não informado,Não informado,
80495,Não informado,Não informado,Não informado,
80496,Não informado,Não informado,Não informado,
80497,Não informado,Obras e reproduções táteis,Não informado,
80498,Não possui,Não possui,Não possui,
80499,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Bebedouro adaptado","Sinalização tátil, Autoguia para deficiente visual por aplicativo para acompanhar a visita","Sinalização visual, Material de divulgação impresso, Audioguia","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
80500,Não informado,Não informado,Não informado,
80501,Banheiros adaptados,Não possui,Não possui,Acesso e mobilidade (Locomoção)
80502,Não possui,Não possui,Não possui,
80503,"Rampa de acesso, Sanitário adaptado, Banheiros adaptados, Bebedouro adaptado",Tradutor de Língua Brasileira de Sinais (LIBRAS),Não possui,"Acesso e mobilidade (Locomoção)"
80504,Não informado,Não informado,Não informado,
80505,Não informado,Não informado,Não informado,
80506,Não informado,Não informado,Não informado,
80507,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
